,sym1,sym2,p_value,t_value,c_value,hedge_ratio,zero_crossings
3629,FTMUSDT,IDEXUSDT,0.02,-3.61,-3.37,4.21,11
5093,OCEANUSDT,CFXUSDT,0.0,-5.59,-3.37,2.65,11
1763,BSWUSDT,FXSUSDT,0.04,-3.39,-3.37,0.01,11
6008,SLPUSDT,COMBOUSDT,0.0,-4.44,-3.37,0.0,11
291,1000BTTUSDT,EDUUSDT,0.0,-5.16,-3.37,0.0,11
288,1000BTTUSDT,CVCUSDT,0.0,-4.21,-3.37,0.01,11
6002,SLPUSDT,C98USDT,0.03,-3.54,-3.37,0.01,11
7123,YFIIUSDT,CTSIUSDT,0.0,-4.32,-3.37,3413.39,11
3194,EOSUSDT,LTCUSDT,0.01,-3.85,-3.37,0.01,11
6001,SLPUSDT,BNXUSDT,0.02,-3.68,-3.37,0.01,11
3981,GPTUSDT,DYDXUSDT,0.01,-4.11,-3.37,0.0,11
2840,DARUSDT,ACHUSDT,0.03,-3.54,-3.37,5.86,11
2033,CEEKUSDT,GMXUSDT,0.04,-3.41,-3.37,0.0,11
7129,YFIIUSDT,DGBUSDT,0.0,-4.65,-3.37,65973.31,11
891,AMBUSDT,XTZUSDT,0.01,-3.95,-3.37,0.01,11
5067,OCEANUSDT,ALPACAUSDT,0.0,-4.62,-3.37,2.39,11
1420,AVAXUSDT,IDUSDT,0.0,-4.18,-3.37,44.44,11
5983,SLPUSDT,AGIXUSDT,0.02,-3.71,-3.37,0.01,11
6200,STGUSDT,BUSDUSDT,0.0,-4.65,-3.37,0.46,11
1761,BSWUSDT,FITFIUSDT,0.04,-3.38,-3.37,19.02,11
3858,GLMRUSDT,QTUMUSDT,0.03,-3.57,-3.37,0.08,11
2613,CVCUSDT,XTZUSDT,0.01,-4.01,-3.37,0.11,11
5076,OCEANUSDT,ATAUSDT,0.0,-4.67,-3.37,4.19,11
7147,YFIIUSDT,FORTHUSDT,0.01,-3.83,-3.37,156.85,11
4143,HFTUSDT,VETUSDT,0.02,-3.68,-3.37,18.48,11
1607,BOBAUSDT,BATUSDT,0.04,-3.46,-3.37,0.68,11
656,ALGOUSDT,DOTUSDT,0.01,-3.94,-3.37,0.02,11
1555,BLZUSDT,LOOKSUSDT,0.01,-3.89,-3.37,2.84,11
108,10000NFTUSDT,DOTUSDT,0.01,-3.77,-3.37,0.0,11
7155,YFIIUSDT,GMXUSDT,0.02,-3.72,-3.37,13.18,11
7157,YFIIUSDT,HBARUSDT,0.0,-4.31,-3.37,8570.39,11
1480,BALUSDT,MAGICUSDT,0.04,-3.44,-3.37,6.92,11
7216,YFIIUSDT,PHBUSDT,0.0,-4.2,-3.37,757.51,11
5148,OCEANUSDT,LTCUSDT,0.0,-5.42,-3.37,0.0,11
115,10000NFTUSDT,EOSUSDT,0.02,-3.7,-3.37,0.01,11
4087,GPTUSDT,SSVUSDT,0.0,-11.67,-3.37,0.0,11
4049,GPTUSDT,MINAUSDT,0.0,-5.13,-3.37,0.02,11
4048,GPTUSDT,MDTUSDT,0.04,-3.45,-3.37,0.2,11
5195,OCEANUSDT,SXPUSDT,0.0,-4.22,-3.37,1.18,11
5199,OCEANUSDT,TRXUSDT,0.0,-5.3,-3.37,3.81,11
5826,RLCUSDT,HFTUSDT,0.02,-3.67,-3.37,3.27,11
5206,OCEANUSDT,VGXUSDT,0.0,-5.36,-3.37,2.46,11
5207,OCEANUSDT,WAVESUSDT,0.01,-3.99,-3.37,0.2,11
5822,RLCUSDT,FLMUSDT,0.02,-3.67,-3.37,11.39,11
714,ALICEUSDT,MANAUSDT,0.04,-3.4,-3.37,2.63,11
5675,QNTUSDT,RDNTUSDT,0.01,-3.97,-3.37,436.58,11
1773,BSWUSDT,IOTAUSDT,0.04,-3.39,-3.37,0.39,11
4034,GPTUSDT,LINKUSDT,0.0,-10.61,-3.37,0.0,11
4033,GPTUSDT,LINAUSDT,0.01,-4.1,-3.37,0.87,11
3879,GLMRUSDT,XTZUSDT,0.04,-3.39,-3.37,0.25,11
5214,OCEANUSDT,XRPUSDT,0.0,-6.03,-3.37,0.64,11
3103,DYDXUSDT,HFTUSDT,0.03,-3.53,-3.37,6.22,11
4011,GPTUSDT,ICPUSDT,0.0,-4.2,-3.37,0.0,11
1588,BNXUSDT,MATICUSDT,0.0,-4.15,-3.37,0.4,11
3647,FTMUSDT,PHBUSDT,0.02,-3.73,-3.37,0.34,11
3104,DYDXUSDT,HIGHUSDT,0.03,-3.5,-3.37,1.46,11
5809,RLCUSDT,AUDIOUSDT,0.01,-3.95,-3.37,6.83,11
7272,YGGUSDT,10000LADYSUSDT,0.0,-4.43,-3.37,600.29,11
4021,GPTUSDT,JASMYUSDT,0.01,-4.06,-3.37,2.62,11
4020,GPTUSDT,IOTXUSDT,0.01,-3.98,-3.37,0.6,11
3114,DYDXUSDT,PHBUSDT,0.01,-3.98,-3.37,3.45,11
4013,GPTUSDT,IDEXUSDT,0.0,-4.77,-3.37,0.2,11
5229,OGNUSDT,AMBUSDT,0.01,-3.83,-3.37,11.61,11
7241,YFIIUSDT,TOMOUSDT,0.02,-3.65,-3.37,352.04,11
7239,YFIIUSDT,SXPUSDT,0.01,-4.03,-3.37,1601.19,11
4052,GPTUSDT,NEARUSDT,0.0,-4.38,-3.37,0.01,11
1943,CEEKUSDT,10000LADYSUSDT,0.02,-3.7,-3.37,112.04,11
4086,GPTUSDT,SOLUSDT,0.0,-11.03,-3.37,0.0,11
116,10000NFTUSDT,ETCUSDT,0.01,-3.82,-3.37,0.0,11
3995,GPTUSDT,FTMUSDT,0.01,-3.92,-3.37,0.05,11
4083,GPTUSDT,SKLUSDT,0.03,-3.48,-3.37,0.4,11
1428,AXSUSDT,BALUSDT,0.02,-3.71,-3.37,1.37,11
5674,QNTUSDT,QTUMUSDT,0.01,-3.85,-3.37,42.96,11
1251,ARBUSDT,OCEANUSDT,0.04,-3.43,-3.37,2.56,11
3175,ENSUSDT,THETAUSDT,0.02,-3.71,-3.37,12.42,11
7227,YFIIUSDT,SANDUSDT,0.0,-4.31,-3.37,1441.84,11
4076,GPTUSDT,RPLUSDT,0.0,-4.21,-3.37,0.0,11
5160,OCEANUSDT,OGNUSDT,0.03,-3.58,-3.37,3.41,11
7228,YFIIUSDT,SEIUSDT,0.01,-3.77,-3.37,3484.76,11
3998,GPTUSDT,GFTUSDT,0.02,-3.7,-3.37,1.09,11
3141,EGLDUSDT,USDCUSDT,0.03,-3.49,-3.37,24.6,11
3999,GPTUSDT,GLMRUSDT,0.0,-4.14,-3.37,0.05,11
4069,GPTUSDT,QNTUSDT,0.01,-3.89,-3.37,0.0,11
5790,REEFUSDT,PROMUSDT,0.0,-4.59,-3.37,0.0,11
5856,RLCUSDT,XRPUSDT,0.0,-4.43,-3.37,2.08,11
3160,ENJUSDT,WOOUSDT,0.04,-3.42,-3.37,1.4,11
1596,BOBAUSDT,ACHUSDT,0.03,-3.55,-3.37,7.83,11
4005,GPTUSDT,HFTUSDT,0.0,-5.88,-3.37,0.03,11
7278,YGGUSDT,BNTUSDT,0.02,-3.69,-3.37,0.49,11
5845,RLCUSDT,ROSEUSDT,0.03,-3.55,-3.37,25.43,11
1973,CEEKUSDT,BAKEUSDT,0.03,-3.56,-3.37,0.35,11
1972,CEEKUSDT,BADGERUSDT,0.0,-4.49,-3.37,0.02,11
5842,RLCUSDT,QTUMUSDT,0.02,-3.71,-3.37,0.48,11
1865,BUSDUSDT,FORTHUSDT,0.04,-3.47,-3.37,0.37,11
7139,YFIIUSDT,ETCUSDT,0.0,-4.4,-3.37,27.8,11
6016,SLPUSDT,DGBUSDT,0.02,-3.61,-3.37,0.21,11
5646,QNTUSDT,LITUSDT,0.0,-4.42,-3.37,142.3,11
6128,SNXUSDT,VETUSDT,0.01,-4.03,-3.37,125.81,11
3012,DOGEUSDT,ROSEUSDT,0.02,-3.59,-3.37,1.54,11
4983,NEARUSDT,MASKUSDT,0.03,-3.57,-3.37,0.43,11
1781,BSWUSDT,LINKUSDT,0.05,-3.37,-3.37,0.01,11
283,1000BTTUSDT,CFXUSDT,0.0,-4.96,-3.37,0.0,11
4225,ICPUSDT,SFPUSDT,0.03,-3.54,-3.37,5.03,11
3571,FLRUSDT,XNOUSDT,0.04,-3.4,-3.37,0.02,11
926,APEUSDT,ATAUSDT,0.03,-3.54,-3.37,15.06,11
7381,ZILUSDT,AUCTIONUSDT,0.02,-3.69,-3.37,0.0,11
6120,SNXUSDT,RENUSDT,0.01,-3.8,-3.37,45.66,11
3582,FORTHUSDT,CVXUSDT,0.04,-3.42,-3.37,1.09,11
3967,GPTUSDT,COREUSDT,0.0,-4.17,-3.37,0.02,11
2065,CEEKUSDT,LITUSDT,0.01,-3.84,-3.37,0.06,11
6119,SNXUSDT,PHBUSDT,0.03,-3.55,-3.37,3.77,11
1559,BNBUSDT,FITFIUSDT,0.03,-3.54,-3.37,64808.9,11
6182,STGUSDT,AUDIOUSDT,0.0,-5.65,-3.37,3.08,11
4269,IDEXUSDT,LTCUSDT,0.01,-3.81,-3.37,0.0,11
2556,CTCUSDT,TWTUSDT,0.0,-4.23,-3.37,0.19,11
3969,GPTUSDT,CROUSDT,0.0,-4.85,-3.37,0.18,11
7430,ZILUSDT,FLRUSDT,0.0,-5.85,-3.37,1.42,11
7052,XVSUSDT,USDCUSDT,0.0,-4.99,-3.37,4.44,11
1893,BUSDUSDT,PHBUSDT,0.03,-3.48,-3.37,1.77,11
7055,XVSUSDT,XLMUSDT,0.01,-3.93,-3.37,36.88,11
617,AKROUSDT,FLOWUSDT,0.0,-4.36,-3.37,0.02,11
1855,BUSDUSDT,DOTUSDT,0.0,-5.06,-3.37,0.25,11
6172,STGUSDT,APTUSDT,0.0,-5.14,-3.37,0.09,11
2104,CEEKUSDT,ROSEUSDT,0.02,-3.76,-3.37,0.93,11
4232,ICPUSDT,TUSDT,0.04,-3.4,-3.37,171.78,11
4255,IDEXUSDT,ACHUSDT,0.04,-3.45,-3.37,3.08,11
5636,QNTUSDT,KASUSDT,0.02,-3.7,-3.37,1968.21,11
6167,STGUSDT,AMBUSDT,0.0,-5.3,-3.37,58.02,11
162,10000NFTUSDT,KSMUSDT,0.01,-3.79,-3.37,0.0,11
4259,IDEXUSDT,CVCUSDT,0.01,-3.77,-3.37,0.65,11
2097,CEEKUSDT,PHBUSDT,0.01,-4.09,-3.37,0.07,11
7443,ZILUSDT,ICPUSDT,0.04,-3.39,-3.37,0.01,11
2845,DARUSDT,AXSUSDT,0.03,-3.51,-3.37,0.02,11
6170,STGUSDT,APEUSDT,0.0,-5.43,-3.37,0.41,11
5283,OGNUSDT,MAVUSDT,0.05,-3.37,-3.37,0.41,11
4972,NEARUSDT,CFXUSDT,0.04,-3.47,-3.37,9.31,11
1460,BALUSDT,DUSKUSDT,0.01,-3.78,-3.37,29.09,11
2522,CTCUSDT,PHBUSDT,0.0,-4.31,-3.37,0.26,11
1180,APTUSDT,ACHUSDT,0.04,-3.39,-3.37,350.86,11
6146,SSVUSDT,USDCUSDT,0.01,-3.91,-3.37,15.83,11
3961,GPTUSDT,CELRUSDT,0.01,-4.05,-3.37,0.8,11
2086,CEEKUSDT,OGNUSDT,0.0,-4.24,-3.37,0.41,11
919,APEUSDT,ALICEUSDT,0.04,-3.43,-3.37,1.5,11
5280,OGNUSDT,MAGICUSDT,0.02,-3.61,-3.37,0.19,11
1182,APTUSDT,ANKRUSDT,0.01,-3.88,-3.37,281.07,11
5758,RADUSDT,MAVUSDT,0.01,-3.9,-3.37,5.98,11
3837,GLMRUSDT,JSTUSDT,0.04,-3.46,-3.37,7.81,11
403,1000FLOKIUSDT,KASUSDT,0.02,-3.7,-3.37,0.34,11
5762,RADUSDT,PENDLEUSDT,0.0,-4.17,-3.37,2.26,11
4213,ICPUSDT,LINKUSDT,0.02,-3.65,-3.37,0.48,11
5000,NEARUSDT,TRBUSDT,0.03,-3.52,-3.37,0.03,11
7419,ZILUSDT,DUSKUSDT,0.0,-12.74,-3.37,0.14,11
5630,QNTUSDT,IOSTUSDT,0.01,-3.79,-3.37,13132.75,11
4207,ICPUSDT,IOTAUSDT,0.02,-3.74,-3.37,18.69,11
7313,ZECUSDT,BCHUSDT,0.04,-3.44,-3.37,0.12,11
1861,BUSDUSDT,ETCUSDT,0.0,-4.98,-3.37,0.07,11
3952,GPTUSDT,BNTUSDT,0.0,-4.36,-3.37,0.02,11
7081,YFIIUSDT,ANKRUSDT,0.0,-4.47,-3.37,23111.87,11
4188,ICPUSDT,AUCTIONUSDT,0.02,-3.71,-3.37,0.62,11
737,ALICEUSDT,WOOUSDT,0.0,-4.21,-3.37,4.63,11
48,10000NFTUSDT,AMBUSDT,0.02,-3.68,-3.37,0.43,11
6063,SLPUSDT,PHBUSDT,0.01,-4.07,-3.37,0.0,11
287,1000BTTUSDT,CRVUSDT,0.0,-4.86,-3.37,0.0,11
5029,NKNUSDT,JSTUSDT,0.03,-3.52,-3.37,4.0,11
1188,APTUSDT,BNTUSDT,0.04,-3.47,-3.37,12.79,11
7100,YFIIUSDT,BATUSDT,0.0,-4.48,-3.37,2506.91,11
5030,NKNUSDT,KASUSDT,0.04,-3.46,-3.37,1.83,11
2989,DOGEUSDT,GPTUSDT,0.0,-4.19,-3.37,6.69,11
5035,NKNUSDT,PHBUSDT,0.02,-3.68,-3.37,0.15,11
4175,HOTUSDT,TRBUSDT,0.04,-3.42,-3.37,0.0,11
3206,EOSUSDT,XEMUSDT,0.0,-4.17,-3.37,22.47,11
3203,EOSUSDT,TUSDT,0.02,-3.7,-3.37,32.6,11
6198,STGUSDT,BSVUSDT,0.0,-4.82,-3.37,0.01,11
2583,CTKUSDT,TRBUSDT,0.03,-3.48,-3.37,0.01,11
7112,YFIIUSDT,CELOUSDT,0.0,-4.3,-3.37,993.47,11
1780,BSWUSDT,LINAUSDT,0.04,-3.38,-3.37,5.97,11
329,1000BTTUSDT,PENDLEUSDT,0.0,-4.75,-3.37,0.0,11
6191,STGUSDT,BELUSDT,0.0,-5.87,-3.37,0.78,11
6168,STGUSDT,ANKRUSDT,0.0,-5.46,-3.37,24.92,11
144,10000NFTUSDT,ICXUSDT,0.02,-3.71,-3.37,0.02,11
5358,ONEUSDT,GMTUSDT,0.02,-3.72,-3.37,0.06,11
6084,SLPUSDT,TUSDT,0.0,-4.41,-3.37,0.08,11
5763,RADUSDT,RENUSDT,0.0,-4.65,-3.37,28.66,11
7063,YFIIUSDT,10000LADYSUSDT,0.01,-4.08,-3.37,1276478.74,11
4270,IDEXUSDT,MANAUSDT,0.04,-3.38,-3.37,0.16,11
6079,SLPUSDT,SXPUSDT,0.04,-3.43,-3.37,0.01,11
392,1000FLOKIUSDT,GPTUSDT,0.04,-3.41,-3.37,1.73,11
3215,ETCUSDT,JSTUSDT,0.0,-4.89,-3.37,716.8,11
3734,GALAUSDT,KSMUSDT,0.01,-3.77,-3.37,0.0,11
4942,MINAUSDT,RNDRUSDT,0.01,-3.89,-3.37,0.24,11
3562,FLRUSDT,TLMUSDT,0.03,-3.52,-3.37,1.14,11
5002,NEARUSDT,TUSDT,0.02,-3.73,-3.37,63.95,11
233,10000NFTUSDT,TUSDT,0.02,-3.68,-3.37,0.2,11
3591,FORTHUSDT,ORDIUSDT,0.02,-3.76,-3.37,0.8,11
3566,FLRUSDT,USDCUSDT,0.01,-3.91,-3.37,0.01,11
923,APEUSDT,APTUSDT,0.02,-3.7,-3.37,0.22,10
5425,OPUSDT,FITFIUSDT,0.04,-3.46,-3.37,414.9,10
4960,MINAUSDT,XTZUSDT,0.02,-3.66,-3.37,0.57,10
5805,RLCUSDT,ANTUSDT,0.04,-3.42,-3.37,0.24,10
6636,TWTUSDT,ICXUSDT,0.0,-4.78,-3.37,4.81,10
5428,OPUSDT,GMTUSDT,0.02,-3.68,-3.37,9.03,10
2719,CYBERUSDT,HFTUSDT,0.0,-4.39,-3.37,16.25,10
6635,TWTUSDT,HOOKUSDT,0.0,-5.47,-3.37,1.0,10
5748,RADUSDT,GMTUSDT,0.0,-4.12,-3.37,8.82,10
2517,CTCUSDT,OXTUSDT,0.01,-3.94,-3.37,2.2,10
924,APEUSDT,ARPAUSDT,0.04,-3.44,-3.37,25.72,10
2723,CYBERUSDT,HOOKUSDT,0.0,-4.37,-3.37,6.39,10
6645,TWTUSDT,JSTUSDT,0.0,-5.23,-3.37,37.11,10
2722,CYBERUSDT,HNTUSDT,0.0,-4.31,-3.37,3.6,10
5432,OPUSDT,HIGHUSDT,0.02,-3.66,-3.37,1.03,10
1442,BADGERUSDT,SANDUSDT,0.03,-3.53,-3.37,6.95,10
5218,OCEANUSDT,YFIUSDT,0.0,-4.9,-3.37,0.0,10
6618,TWTUSDT,FILUSDT,0.0,-4.71,-3.37,0.24,10
5294,OGNUSDT,ROSEUSDT,0.02,-3.61,-3.37,2.3,10
2292,COTIUSDT,XRPUSDT,0.03,-3.56,-3.37,0.08,10
5735,RADUSDT,ALGOUSDT,0.01,-3.83,-3.37,14.23,10
2633,CYBERUSDT,ALPACAUSDT,0.0,-4.35,-3.37,38.62,10
6094,SLPUSDT,XTZUSDT,0.0,-5.05,-3.37,0.0,10
72,10000NFTUSDT,BELUSDT,0.01,-3.93,-3.37,0.01,10
5388,OPUSDT,AUCTIONUSDT,0.01,-3.78,-3.37,0.29,10
5406,OPUSDT,COMBOUSDT,0.01,-4.07,-3.37,2.6,10
2632,CYBERUSDT,ALICEUSDT,0.0,-4.26,-3.37,6.72,10
6354,STGUSDT,XLMUSDT,0.02,-3.59,-3.37,3.82,10
2625,CYBERUSDT,AAVEUSDT,0.0,-4.35,-3.37,0.09,10
5434,OPUSDT,ICXUSDT,0.0,-4.37,-3.37,8.26,10
6446,SUSHIUSDT,XTZUSDT,0.04,-3.41,-3.37,0.93,10
906,ANKRUSDT,XTZUSDT,0.0,-4.2,-3.37,0.03,10
5403,OPUSDT,CFXUSDT,0.02,-3.61,-3.37,11.5,10
6062,SLPUSDT,PERPUSDT,0.0,-4.11,-3.37,0.0,10
4769,LRCUSDT,RSRUSDT,0.0,-4.73,-3.37,94.71,10
5461,OPUSDT,PHBUSDT,0.02,-3.74,-3.37,2.43,10
5393,OPUSDT,BANDUSDT,0.03,-3.54,-3.37,1.34,10
2637,CYBERUSDT,ANTUSDT,0.0,-4.38,-3.37,1.2,10
6473,THETAUSDT,BNTUSDT,0.01,-3.84,-3.37,1.48,10
2650,CYBERUSDT,AUDIOUSDT,0.0,-4.32,-3.37,34.02,10
2655,CYBERUSDT,BANDUSDT,0.0,-4.29,-3.37,4.98,10
5245,OGNUSDT,CELOUSDT,0.03,-3.49,-3.37,0.21,10
2745,CYBERUSDT,LDOUSDT,0.0,-4.26,-3.37,3.36,10
5859,RNDRUSDT,1INCHUSDT,0.01,-3.78,-3.37,6.39,10
5688,QNTUSDT,SKLUSDT,0.01,-3.8,-3.37,3972.34,10
6585,TWTUSDT,BANDUSDT,0.0,-4.71,-3.37,0.78,10
5534,QNTUSDT,1000PEPEUSDT,0.03,-3.58,-3.37,138475.95,10
5445,OPUSDT,KSMUSDT,0.01,-3.93,-3.37,0.07,10
2686,CYBERUSDT,DENTUSDT,0.0,-4.28,-3.37,8324.85,10
782,ALPHAUSDT,AXSUSDT,0.04,-3.41,-3.37,0.02,10
6555,TRXUSDT,XTZUSDT,0.02,-3.65,-3.37,0.13,10
993,APEUSDT,KDAUSDT,0.04,-3.45,-3.37,2.24,10
4827,LUNA2USDT,PERPUSDT,0.02,-3.61,-3.37,0.64,10
2831,CYBERUSDT,XVSUSDT,0.0,-4.13,-3.37,1.14,10
2668,CYBERUSDT,C98USDT,0.0,-4.26,-3.37,37.6,10
2666,CYBERUSDT,BTCUSDT,0.0,-4.5,-3.37,0.0,10
5057,NMRUSDT,OXTUSDT,0.0,-5.33,-3.37,189.15,10
2911,DARUSDT,ZRXUSDT,0.03,-3.51,-3.37,0.49,10
6931,XNOUSDT,XTZUSDT,0.02,-3.65,-3.37,0.93,10
1177,API3USDT,ZRXUSDT,0.01,-3.98,-3.37,5.95,10
4515,IOTXUSDT,FORTHUSDT,0.03,-3.55,-3.37,0.01,10
1808,BSWUSDT,THETAUSDT,0.04,-3.39,-3.37,0.1,10
3892,GLMUSDT,MATICUSDT,0.04,-3.41,-3.37,0.33,10
113,10000NFTUSDT,ENJUSDT,0.02,-3.74,-3.37,0.01,10
456,1000LUNCUSDT,PERPUSDT,0.03,-3.53,-3.37,0.09,10
457,1000LUNCUSDT,SKLUSDT,0.04,-3.39,-3.37,2.5,10
7382,ZILUSDT,AUDIOUSDT,0.0,-4.46,-3.37,0.11,10
226,10000NFTUSDT,SWEATUSDT,0.01,-3.79,-3.37,0.48,10
416,1000FLOKIUSDT,OXTUSDT,0.02,-3.65,-3.37,0.24,10
3499,FLRUSDT,ASTRUSDT,0.02,-3.74,-3.37,0.22,10
3882,GLMRUSDT,YFIUSDT,0.04,-3.45,-3.37,0.0,10
6687,TWTUSDT,RSRUSDT,0.02,-3.61,-3.37,423.94,10
7492,ZILUSDT,RSRUSDT,0.0,-13.17,-3.37,8.58,10
7486,ZILUSDT,PROMUSDT,0.02,-3.68,-3.37,0.0,10
2096,CEEKUSDT,PERPUSDT,0.01,-3.97,-3.37,0.06,10
7015,XVSUSDT,KEYUSDT,0.03,-3.51,-3.37,789.85,10
1787,BSWUSDT,MCUSDT,0.04,-3.44,-3.37,0.21,10
7468,ZILUSDT,MANAUSDT,0.0,-13.19,-3.37,0.06,10
1778,BSWUSDT,KSMUSDT,0.05,-3.37,-3.37,0.0,10
7460,ZILUSDT,LINKUSDT,0.03,-3.56,-3.37,0.0,10
7424,ZILUSDT,ETCUSDT,0.0,-12.3,-3.37,0.0,10
4176,ICPUSDT,10000LADYSUSDT,0.02,-3.6,-3.37,8883.77,10
7225,YFIIUSDT,RSRUSDT,0.0,-4.25,-3.37,227657.02,10
3420,ETHWUSDT,SWEATUSDT,0.01,-3.92,-3.37,184.47,10
6681,TWTUSDT,RDNTUSDT,0.0,-5.07,-3.37,3.77,10
7231,YFIIUSDT,SKLUSDT,0.01,-3.99,-3.37,18414.17,10
1785,BSWUSDT,MASKUSDT,0.04,-3.4,-3.37,0.02,10
487,1000XECUSDT,MCUSDT,0.0,-4.8,-3.37,0.08,10
1733,BSWUSDT,APEUSDT,0.04,-3.39,-3.37,0.06,10
1977,CEEKUSDT,BELUSDT,0.01,-3.86,-3.37,0.06,10
7528,ZILUSDT,ZRXUSDT,0.0,-13.38,-3.37,0.09,10
3073,DOTUSDT,WOOUSDT,0.02,-3.62,-3.37,24.96,9
4886,MINAUSDT,ACHUSDT,0.01,-4.08,-3.37,25.46,9
1404,AUDIOUSDT,SSVUSDT,0.02,-3.62,-3.37,0.01,9
3957,GPTUSDT,BTCUSDT,0.0,-5.85,-3.37,0.0,9
2552,CTCUSDT,TRBUSDT,0.01,-4.03,-3.37,0.0,9
3955,GPTUSDT,BSVUSDT,0.0,-4.27,-3.37,0.0,9
1348,ATAUSDT,TRUUSDT,0.02,-3.76,-3.37,2.18,9
3951,GPTUSDT,BNBUSDT,0.0,-10.64,-3.37,0.0,9
2055,CEEKUSDT,KASUSDT,0.01,-4.07,-3.37,0.8,9
2812,CYBERUSDT,TRBUSDT,0.0,-4.39,-3.37,0.16,9
6123,SNXUSDT,SXPUSDT,0.0,-4.16,-3.37,7.98,9
4228,ICPUSDT,SWEATUSDT,0.02,-3.65,-3.37,419.22,9
402,1000FLOKIUSDT,JSTUSDT,0.04,-3.38,-3.37,0.74,9
7037,XVSUSDT,REEFUSDT,0.04,-3.46,-3.37,3358.1,9
3949,GPTUSDT,BLURUSDT,0.02,-3.7,-3.37,0.05,9
3946,GPTUSDT,BANDUSDT,0.0,-10.55,-3.37,0.01,9
3942,GPTUSDT,AXSUSDT,0.01,-3.97,-3.37,0.0,9
3580,FORTHUSDT,AUCTIONUSDT,0.03,-3.52,-3.37,0.57,9
408,1000FLOKIUSDT,LQTYUSDT,0.03,-3.47,-3.37,0.02,9
3686,GALAUSDT,ALGOUSDT,0.01,-3.95,-3.37,0.15,9
4247,ICXUSDT,SNXUSDT,0.0,-4.23,-3.37,0.08,9
1309,ATAUSDT,BALUSDT,0.02,-3.61,-3.37,0.02,9
449,1000LUNCUSDT,KEYUSDT,0.02,-3.61,-3.37,10.29,9
4249,ICXUSDT,THETAUSDT,0.0,-4.19,-3.37,0.28,9
6937,XTZUSDT,TRUUSDT,0.03,-3.5,-3.37,19.11,9
3939,GPTUSDT,AUCTIONUSDT,0.0,-5.44,-3.37,0.0,9
7085,YFIIUSDT,ARKMUSDT,0.01,-3.99,-3.37,1190.15,9
6161,STGUSDT,AGLDUSDT,0.0,-5.5,-3.37,0.83,9
2051,CEEKUSDT,IOTAUSDT,0.04,-3.45,-3.37,0.24,9
6163,STGUSDT,ALGOUSDT,0.0,-5.53,-3.37,4.91,9
1225,APTUSDT,TRBUSDT,0.03,-3.48,-3.37,0.16,9
6112,SNXUSDT,GMTUSDT,0.0,-4.12,-3.37,14.05,9
6245,STGUSDT,GLMUSDT,0.0,-5.32,-3.37,2.71,9
3965,GPTUSDT,COMBOUSDT,0.0,-4.43,-3.37,0.02,9
2555,CTCUSDT,TUSDT,0.0,-4.29,-3.37,8.52,9
4196,ICPUSDT,COMBOUSDT,0.04,-3.42,-3.37,5.65,9
2490,CTCUSDT,LITUSDT,0.0,-5.02,-3.37,0.23,9
2062,CEEKUSDT,LEVERUSDT,0.03,-3.53,-3.37,28.5,9
7080,YFIIUSDT,AMBUSDT,0.0,-4.36,-3.37,53828.51,9
388,1000FLOKIUSDT,FLRUSDT,0.03,-3.47,-3.37,1.41,9
214,10000NFTUSDT,SFPUSDT,0.01,-4.04,-3.37,0.01,9
5753,RADUSDT,KLAYUSDT,0.04,-3.39,-3.37,11.13,9
4190,ICPUSDT,BANDUSDT,0.03,-3.51,-3.37,2.92,9
1926,BUSDUSDT,YFIUSDT,0.0,-5.17,-3.37,0.0,9
3266,ETHWUSDT,ALGOUSDT,0.01,-3.81,-3.37,13.94,9
389,1000FLOKIUSDT,FXSUSDT,0.03,-3.53,-3.37,0.0,9
5009,NEARUSDT,XTZUSDT,0.02,-3.63,-3.37,1.68,9
3679,FXSUSDT,LRCUSDT,0.04,-3.47,-3.37,29.75,9
6082,SLPUSDT,TRBUSDT,0.0,-4.68,-3.37,0.0,9
4202,ICPUSDT,GMXUSDT,0.03,-3.49,-3.37,0.09,9
623,AKROUSDT,KLAYUSDT,0.04,-3.45,-3.37,0.09,9
3682,FXSUSDT,VGXUSDT,0.0,-4.56,-3.37,41.31,9
4203,ICPUSDT,GRTUSDT,0.04,-3.39,-3.37,35.31,9
5705,QNTUSDT,TWTUSDT,0.01,-3.88,-3.37,115.85,9
3589,FORTHUSDT,MCUSDT,0.04,-3.39,-3.37,9.3,9
911,ANTUSDT,MAVUSDT,0.03,-3.57,-3.37,18.98,9
2064,CEEKUSDT,LINKUSDT,0.02,-3.67,-3.37,0.01,9
618,AKROUSDT,FLRUSDT,0.02,-3.65,-3.37,0.96,9
203,10000NFTUSDT,QTUMUSDT,0.02,-3.7,-3.37,0.0,9
3958,GPTUSDT,BUSDUSDT,0.0,-10.4,-3.37,0.01,9
4214,ICPUSDT,LTCUSDT,0.04,-3.45,-3.37,0.05,9
2557,CTCUSDT,UMAUSDT,0.0,-4.36,-3.37,0.11,9
2101,CEEKUSDT,RDNTUSDT,0.02,-3.76,-3.37,0.18,9
2069,CEEKUSDT,LTCUSDT,0.01,-3.84,-3.37,0.0,9
3548,FLRUSDT,RADUSDT,0.03,-3.53,-3.37,0.01,9
414,1000FLOKIUSDT,OPUSDT,0.04,-3.45,-3.37,0.01,9
3576,FLRUSDT,ZECUSDT,0.01,-4.05,-3.37,0.0,9
